"","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count"
"1133","PS",1999,"Platform",0.71,0.48,0.32,0.11,1.63,90,19,8,53
"1134","PS2",2004,"Sports",1.32,0.09,0,0.22,1.62,88,29,8,35
"1135","X360",2012,"Shooter",0.86,0.62,0.01,0.13,1.62,86,80,7,869
"1136","X360",2006,"Simulation",0.45,0.95,0.02,0.2,1.62,84,65,8,131
"1137","PS2",2005,"Sports",0.8,0.63,0.01,0.19,1.62,NA,NA,NA,NA
"1138","X360",2010,"Simulation",1.02,0.46,0,0.13,1.62,74,50,3,69
"1139","GC",2003,"Racing",1.01,0.11,0.45,0.04,1.62,61,28,7,69
"1140","PS4",2013,"Action",0.59,0.76,0.01,0.26,1.62,83,22,7,262
"1141","PS",1998,"Racing",0.9,0.61,0,0.11,1.62,NA,NA,NA,NA
"1142","PS3",2014,"Shooter",0.68,0.56,0.12,0.25,1.62,NA,NA,4,445
"1144","DS",2007,"Role-Playing",0.3,0.02,1.27,0.03,1.62,80,44,7,50
"1145","PS2",2004,"Sports",0.79,0.62,0,0.21,1.61,77,33,8,20
"1146","GB",1989,"Sports",0.66,0.27,0.65,0.03,1.61,NA,NA,NA,NA
"1147","GB",1998,"Strategy",0,0,1.61,0.01,1.61,NA,NA,NA,NA
"1148","GC",2005,"Sports",0.98,0.38,0.2,0.04,1.61,76,39,8,55
"1149","PS2",2005,"Misc",0,1.18,0,0.43,1.61,NA,NA,NA,NA
"1150","X360",2011,"Shooter",0.82,0.6,0.03,0.15,1.6,81,77,6,559
"1151","DS",2006,"Sports",0.98,0.04,0.49,0.09,1.6,69,40,8,37
"1152","DS",2007,"Action",1.49,0,0,0.11,1.6,64,5,NA,NA
"1153","PS2",2005,"Action",1.3,0.23,0,0.07,1.6,NA,NA,NA,NA
"1154","N64",1998,"Racing",0.46,0.96,0.09,0.08,1.6,NA,NA,NA,NA
"1155","2600",1981,"Shooter",1.49,0.09,0,0.02,1.6,NA,NA,NA,NA
"1156","X360",2010,"Action",0.59,0.83,0.02,0.17,1.6,81,74,8,267
"1157","PS",1999,"Action",0.71,0.48,0.3,0.1,1.6,86,17,9,326
"1158","GC",2003,"Platform",1.05,0.44,0.06,0.04,1.6,72,49,7,125
"1159","Wii",2013,"Action",1.05,0.41,0,0.14,1.6,NA,NA,4,24
"1160","PS2",2004,"Sports",1.26,0.12,0,0.21,1.59,83,24,7,36
"1161","PC",1996,"Role-Playing",0.01,1.58,0,0,1.59,94,12,8,850
"1162","X360",2008,"Action",0.71,0.69,0.02,0.18,1.59,85,75,6,288
"1163","GC",2006,"Action",1.15,0.36,0.04,0.04,1.59,96,16,9,568
"1164","PS",1996,"Fighting",0.61,0.41,0.46,0.1,1.59,NA,NA,NA,NA
"1165","2600",1982,"Platform",1.48,0.09,0,0.02,1.59,NA,NA,NA,NA
"1166","PS3",2007,"Sports",0.04,1.1,0.32,0.13,1.59,74,19,6,47
"1167","PS",1999,"Racing",0.88,0.6,0,0.1,1.59,NA,NA,NA,NA
"1168","Wii",2006,"Role-Playing",0.78,0.37,0.3,0.13,1.58,53,34,6,106
"1169","3DS",2012,"Action",0.88,0.26,0.34,0.1,1.58,75,54,8,267
"1170","Wii",2008,"Simulation",0.94,0.48,0.01,0.15,1.58,69,8,6,6
"1171","X360",2008,"Fighting",0.92,0.43,0.07,0.15,1.58,85,62,7,157
"1172","PS",2000,"Misc",0.88,0.6,0,0.1,1.58,NA,NA,NA,NA
"1173","PS3",2011,"Platform",0.6,0.69,0.02,0.26,1.58,76,38,8,253
"1174","GBA",2002,"Platform",0.85,0.65,0,0.08,1.58,76,18,7,13
"1175","WiiU",2015,"Misc",0.69,0.53,0.24,0.12,1.58,66,66,6,279
"1176","PS3",2008,"Action",0.58,0.45,0.34,0.2,1.57,84,63,8,311
"1177","XOne",2013,"Action",1.06,0.35,0.01,0.15,1.57,78,69,6,908
"1178","PS2",2009,"Sports",0.1,0.18,0.12,1.16,1.57,NA,NA,8,15
"1179","PS2",2001,"Sports",0.77,0.6,0,0.2,1.57,90,18,8,24
"1180","X360",2013,"Shooter",0.92,0.5,0.03,0.12,1.57,79,81,5,779
"1181","XOne",2014,"Action",0.9,0.53,0,0.14,1.57,78,15,5,712
"1182","DS",2008,"Misc",0.84,0.57,0,0.16,1.57,72,40,8,5
"1183","X360",2015,"Sports",0.57,0.88,0,0.12,1.57,NA,NA,2,45
"1184","XOne",2014,"Sports",1.31,0.09,0,0.16,1.57,80,19,6,138
"1185","PS2",2002,"Shooter",0.98,0.53,0,0.06,1.57,55,10,8,45
"1186","GC",2005,"Misc",0.95,0.11,0.46,0.04,1.57,64,25,7,53
"1187","DS",2008,"Role-Playing",0.17,0.02,1.36,0.02,1.57,84,46,8,57
"1188","DS",2008,"Misc",0.63,0.76,0,0.17,1.56,NA,NA,NA,NA
"1189","PS2",2000,"Racing",0.77,0.6,0,0.2,1.56,79,21,6,18
"1190","PS2",2006,"Fighting",1.07,0.4,0,0.1,1.56,84,32,8,41
"1191","X360",2012,"Racing",0.62,0.78,0.01,0.15,1.56,83,54,8,134
"1192","Wii",2008,"Sports",0.86,0.54,0,0.15,1.56,38,10,5,7
"1193","NES",1988,"Platform",0.59,0.14,0.81,0.02,1.56,NA,NA,NA,NA
"1194","DS",2007,"Action",1.05,0.36,0,0.15,1.56,NA,NA,NA,NA
"1195","PS",1995,"Action",1.32,0.19,0,0.05,1.56,NA,NA,NA,NA
"1196","SNES",1990,"Action",0.67,0.17,0.69,0.03,1.56,NA,NA,NA,NA
"1197","DS",2009,"Role-Playing",0.57,0.43,0.44,0.12,1.56,54,26,9,133
"1198","GB",2001,"Role-Playing",0,0,1.56,0,1.56,NA,NA,NA,NA
"1199","GBA",2003,"Misc",0.68,0.38,0.44,0.05,1.56,NA,NA,NA,NA
"1200","DS",2008,"Simulation",0.8,0.59,0.01,0.16,1.55,58,9,NA,NA
"1201","Wii",2011,"Action",0.73,0.67,0,0.15,1.55,73,14,7,13
"1202","PS2",2002,"Racing",0.76,0.59,0,0.2,1.55,71,37,5,36
"1203","XB",2003,"Shooter",0.91,0.57,0,0.07,1.55,86,39,8,31
"1204","X360",2010,"Action",0.95,0.46,0,0.14,1.55,79,58,8,62
"1205","N64",2000,"Action",1.13,0.38,0.02,0.03,1.55,NA,NA,NA,NA
"1206","PS",2001,"Action",0.57,0.87,0.02,0.09,1.55,74,15,8,35
"1207","Wii",2009,"Misc",0.92,0.48,0,0.15,1.55,89,25,6,49
"1208","PC",1999,"Strategy",1.55,0,0,0,1.55,NA,NA,NA,NA
"1209","PS4",2014,"Shooter",0.47,0.8,0.03,0.24,1.55,79,73,8,1116
"1210","X360",2010,"Action",0.85,0.55,0,0.15,1.55,74,79,7,458
"1211","DS",2011,"Misc",0.37,0.96,0,0.21,1.54,NA,NA,NA,NA
"1212","PS3",2010,"Shooter",0.85,0.46,0.02,0.22,1.54,88,62,8,492
"1213","PS2",2000,"Role-Playing",0.83,0.44,0.08,0.19,1.54,80,27,8,99
"1214","PC",2003,"Strategy",0.58,0.87,0,0.09,1.54,88,23,9,713
"1215","Wii",2008,"Sports",0.78,0.43,0.19,0.14,1.54,69,6,8,14
"1216","X360",2006,"Shooter",1.4,0.02,0.02,0.1,1.54,90,78,8,215
"1217","PS4",2016,"Platform",0.5,0.76,0.04,0.24,1.54,NA,NA,NA,NA
"1218","PS2",2005,"Sports",1.26,0.07,0,0.21,1.54,87,25,8,47
"1219","PS",1996,"Shooter",0.85,0.58,0,0.1,1.54,NA,NA,NA,NA
"1220","PSV",2011,"Shooter",0.53,0.66,0.13,0.22,1.53,80,80,7,770
"1221","Wii",2011,"Misc",0.42,0.65,0.33,0.14,1.53,64,28,7,13
"1222","PS3",2012,"Sports",0.18,0.63,0.49,0.24,1.53,82,37,6,146
"1223","SNES",1994,"Fighting",1.19,0.29,0,0.05,1.53,NA,NA,NA,NA
"1224","PS",1998,"Sports",1.44,0.05,0,0.04,1.53,NA,NA,NA,NA
"1225","PS3",2012,"Action",0.72,0.52,0.04,0.25,1.53,89,35,7,781
"1226","GC",2003,"Sports",1.09,0.15,0.25,0.04,1.53,81,49,8,56
"1227","PS",1997,"Sports",0.85,0.58,0,0.1,1.53,NA,NA,NA,NA
"1228","PC",2012,"Shooter",0.64,0.69,0,0.19,1.53,74,11,4,1635
"1229","Wii",2007,"Action",0.67,0.43,0.29,0.14,1.52,75,47,7,122
"1230","PS",1997,"Fighting",1.07,0.39,0,0.06,1.52,NA,NA,NA,NA
"1231","PS2",2002,"Sports",0.36,0.9,0,0.27,1.52,38,21,5,26
"1232","WiiU",2014,"Platform",0.7,0.55,0.16,0.12,1.52,83,77,8,712
"1233","PS",1996,"Racing",1.43,0.05,0,0.04,1.52,NA,NA,NA,NA
"1234","NES",1984,"Shooter",0.18,0.06,1.27,0.01,1.52,NA,NA,NA,NA
"1235","NES",1984,"Racing",0,0,1.52,0,1.52,NA,NA,NA,NA
"1236","PS",1998,"Racing",1.45,0.04,0,0.04,1.52,NA,NA,NA,NA
"1237","PC",2010,"Role-Playing",0.88,0.48,0,0.17,1.52,NA,NA,NA,NA
"1238","PS",1998,"Sports",1.43,0.05,0,0.03,1.52,NA,NA,NA,NA
"1239","PS3",2009,"Fighting",0.92,0.4,0,0.2,1.52,88,46,7,95
"1240","GC",2002,"Puzzle",1.11,0.31,0.06,0.04,1.52,87,34,8,51
"1241","PS2",2002,"Action",1.26,0.05,0,0.21,1.51,73,19,7,26
"1242","DS",2008,"Adventure",0.85,0.51,0.01,0.15,1.51,NA,NA,7,5
"1243","Wii",2008,"Simulation",0.7,0.64,0.01,0.16,1.51,76,19,8,24
"1244","X360",2011,"Shooter",0.94,0.44,0,0.13,1.51,90,83,8,679
"1245","3DS",2013,"Role-Playing",0,0,1.51,0,1.51,NA,NA,NA,NA
"1246","Wii",2009,"Shooter",0.94,0.43,0,0.14,1.51,NA,NA,NA,NA
"1247","NES",1988,"Action",0.93,0.15,0.42,0.01,1.51,NA,NA,NA,NA
"1248","PS",2001,"Fighting",0.23,1.16,0,0.11,1.51,NA,NA,NA,NA
"1249","PS",1997,"Sports",1.41,0.06,0,0.04,1.51,NA,NA,NA,NA
"1250","PS2",2007,"Action",0.35,0.03,0,1.13,1.51,68,10,8,27
"1251","PS",1997,"Misc",1.18,0.27,0,0.05,1.51,NA,NA,NA,NA
"1252","DS",2007,"Action",0.56,0.77,0,0.17,1.51,69,17,7,18
"1253","PC",2011,"Sports",0.02,1.16,0,0.33,1.51,84,45,8,172
"1254","PS3",2011,"Role-Playing",0.6,0.47,0.21,0.23,1.51,85,89,8,984
"1255","GC",2003,"Fighting",0.99,0.32,0.11,0.08,1.5,93,45,9,135
"1256","PS3",2006,"Shooter",0.6,0.62,0.03,0.26,1.5,80,43,6,92
"1257","PS2",2000,"Racing",0.66,0.52,0.15,0.17,1.5,76,15,8,64
"1258","PS",1998,"Sports",1.41,0.05,0,0.04,1.5,NA,NA,NA,NA
"1259","PS2",2002,"Shooter",0.49,0.78,0,0.23,1.5,84,30,8,35
"1260","PS2",2000,"Sports",1.19,0.07,0.05,0.2,1.5,91,25,7,7
"1261","NES",1986,"Platform",0,0,1.5,0,1.5,NA,NA,NA,NA
"1262","N64",2000,"Fighting",1.2,0.27,0.02,0.02,1.5,NA,NA,NA,NA
"1263","NES",1985,"Platform",0.46,0.1,0.92,0.02,1.5,NA,NA,NA,NA
"1264","SCD",1993,"Platform",1,0.36,0.09,0.05,1.5,NA,NA,NA,NA
"1265","PS3",2010,"Action",0.8,0.49,0,0.21,1.5,63,41,6,121
"1266","PS",1998,"Action",1.21,0.14,0.1,0.04,1.5,NA,NA,NA,NA
"1267","PS3",2008,"Misc",1.13,0.2,0,0.16,1.49,91,24,7,88
"1268","GC",2003,"Role-Playing",0.72,0.38,0.36,0.04,1.49,80,55,8,94
"1269","XB",2002,"Shooter",1,0.43,0,0.06,1.49,81,18,6,23
"1270","PS2",2008,"Sports",1.22,0,0,0.27,1.49,67,4,7,24
"1271","X360",2010,"Action",0.75,0.52,0.09,0.12,1.49,79,76,6,216
"1272","N64",2000,"Platform",0.82,0.36,0.25,0.06,1.49,NA,NA,NA,NA
"1273","PS2",2006,"Misc",0,1.1,0,0.39,1.49,NA,NA,NA,NA
"1274","PS3",2010,"Action",0.5,0.69,0.04,0.26,1.49,75,61,7,297
"1275","XOne",2015,"Action",0.88,0.47,0,0.14,1.49,85,16,6,694
"1276","PS4",2016,"Shooter",0.54,0.69,0.02,0.24,1.49,NA,NA,NA,NA
"1277","PS2",2006,"Shooter",0.47,0.37,0.52,0.12,1.48,57,51,6,103
"1278","N64",1999,"Fighting",1.2,0.25,0.02,0.02,1.48,NA,NA,NA,NA
"1279","GB",1997,"Platform",0.7,0.35,0.39,0.04,1.48,NA,NA,NA,NA
"1280","NES",1990,"Sports",0.28,0.5,0.65,0.05,1.48,NA,NA,NA,NA
"1281","PSP",2007,"Racing",0.44,0.67,0,0.37,1.48,60,24,7,35
"1282","DS",2006,"Adventure",0.43,0.88,0,0.18,1.48,NA,NA,6,4
"1283","PS3",2011,"Shooter",0.64,0.57,0.05,0.22,1.48,83,91,7,543
"1284","DS",2008,"Adventure",0.99,0.35,0,0.13,1.48,68,12,5,4
"1285","Wii",2009,"Misc",1.07,0.28,0,0.13,1.48,NA,NA,NA,NA
"1286","X360",2008,"Action",0.82,0.51,0.01,0.14,1.48,65,69,7,71
"1287","PS2",2005,"Sports",0.72,0.56,0,0.19,1.48,82,19,7,20
"1288","PS2",2004,"Fighting",1.08,0.2,0,0.2,1.48,85,43,9,25
"1289","X360",2011,"Action",0.84,0.51,0,0.13,1.48,75,43,7,42
"1290","XB",2004,"Action",0.82,0.59,0,0.07,1.48,93,74,8,68
"1291","3DS",2013,"Platform",0.52,0.77,0.07,0.11,1.47,NA,NA,NA,NA
"1292","DS",2007,"Simulation",0.39,0.91,0,0.17,1.47,NA,NA,NA,NA
"1293","GBA",2003,"Platform",1.04,0.37,0,0.06,1.47,NA,NA,NA,NA
"1294","N64",1999,"Action",0.62,0.18,0.65,0.02,1.47,NA,NA,NA,NA
"1295","PSV",2012,"Action",0.71,0.43,0.07,0.26,1.47,33,58,4,479
"1296","X360",2012,"Shooter",0.93,0.4,0.02,0.12,1.47,79,75,7,334
"1297","X360",2006,"Fighting",1.33,0.03,0.01,0.1,1.47,86,67,8,264
"1298","PS",1998,"Role-Playing",0.29,0.19,0.89,0.1,1.46,84,15,8,204
"1299","GBA",2004,"Platform",1.02,0.38,0,0.06,1.46,NA,NA,NA,NA
"1300","DS",2010,"Puzzle",1.06,0.29,0,0.11,1.46,81,53,8,46
"1301","PS2",2003,"Misc",0.72,0.56,0,0.19,1.46,76,22,NA,NA
"1303","3DS",2013,"Role-Playing",0.06,0.09,1.3,0.01,1.46,NA,NA,NA,NA
"1304","GC",2001,"Puzzle",0.95,0.37,0.1,0.04,1.46,87,28,7,46
"1305","PS3",2008,"Fighting",0.72,0.4,0.14,0.2,1.46,85,65,7,129
"1306","2600",1981,"Platform",1.36,0.08,0,0.02,1.46,NA,NA,NA,NA
"1307","PS",1998,"Fighting",0.81,0.55,0,0.1,1.46,NA,NA,NA,NA
"1308","Wii",2009,"Sports",0.35,0.69,0.28,0.14,1.46,NA,NA,NA,NA
"1309","GC",2005,"Sports",0.93,0.24,0.25,0.04,1.46,76,38,8,41
"1310","DS",2008,"Platform",0.46,0.82,0,0.17,1.46,54,15,NA,NA
"1311","PS",1998,"Fighting",1.17,0.2,0.04,0.05,1.46,NA,NA,NA,NA
"1312","X360",2008,"Shooter",0.81,0.46,0.04,0.15,1.46,83,70,7,263
"1313","X360",2011,"Shooter",0.83,0.48,0.02,0.12,1.45,70,85,6,399
"1314","PS2",2004,"Action",0.37,0.47,0.54,0.07,1.45,85,53,8,73
"1315","PS3",2014,"Sports",1.08,0.11,0,0.27,1.45,NA,NA,2,13
"1316","PS2",2004,"Shooter",0.71,0.55,0,0.19,1.45,73,42,7,70
"1317","PS2",2003,"Action",0.54,0.35,0.46,0.1,1.45,71,40,8,94
"1318","GB",1996,"Simulation",0,0,1.44,0.01,1.45,NA,NA,NA,NA
"1319","NES",1984,"Misc",0,0,1.45,0,1.45,NA,NA,NA,NA
"1320","SNES",1993,"Fighting",0,0,1.45,0,1.45,NA,NA,NA,NA
"1321","GB",1997,"Simulation",0,0,1.44,0.01,1.45,NA,NA,NA,NA
"1322","N64",1999,"Misc",1.24,0.17,0.03,0.01,1.45,NA,NA,NA,NA
"1323","PS3",2011,"Role-Playing",0.78,0.45,0.03,0.19,1.45,94,62,8,1081
"1324","DS",2011,"Strategy",1.02,0.32,0,0.11,1.45,59,14,6,11
"1325","PS2",2005,"Sports",1.38,0.05,0,0.02,1.45,NA,NA,NA,NA
"1326","PS4",2013,"Sports",0.89,0.31,0.01,0.23,1.45,85,20,6,368
"1327","Wii",2008,"Shooter",0.77,0.49,0.03,0.15,1.44,NA,NA,NA,NA
"1328","PS2",2007,"Misc",0.04,1.08,0,0.32,1.44,73,13,7,8
"1329","SNES",1996,"Platform",0.26,0.07,1.09,0.02,1.44,NA,NA,NA,NA
"1330","Wii",2010,"Racing",0.61,0.68,0,0.15,1.44,NA,NA,NA,NA
"1331","X360",2013,"Action",0.97,0.34,0,0.13,1.44,74,38,6,79
"1332","DS",2007,"Misc",0.37,0.89,0,0.18,1.44,71,7,6,5
"1333","PS2",2004,"Sports",1.03,0.32,0,0.09,1.44,88,30,8,20
"1334","PS2",2002,"Sports",1.16,0.08,0,0.19,1.44,91,19,8,27
"1335","X360",2010,"Action",0.95,0.37,0,0.11,1.43,61,59,5,180
"1336","PS",1999,"Action",0.8,0.54,0,0.09,1.43,77,4,7,8
"1337","X360",2007,"Fighting",0.92,0.38,0,0.13,1.43,71,41,6,48
"1338","X360",2010,"Racing",0.92,0.39,0,0.12,1.43,52,46,5,20
"1339","Wii",2007,"Misc",0.52,0.75,0,0.16,1.43,65,26,7,10
"1340","PSP",2006,"Fighting",0.53,0.57,0,0.34,1.43,NA,NA,NA,NA
"1341","GB",1988,"Platform",0.82,0.23,0.35,0.03,1.43,NA,NA,NA,NA
"1342","DS",2007,"Adventure",1.12,0.19,0,0.11,1.43,NA,NA,NA,NA
"1343","GBA",2004,"Platform",0,0,1.39,0.03,1.43,84,14,8,44
"1344","PS",1999,"Sports",0.79,0.54,0,0.09,1.43,NA,NA,NA,NA
"1345","PC",2011,"Strategy",0,1.13,0,0.29,1.43,83,33,7,493
"1346","Wii",2008,"Puzzle",0.96,0.33,0,0.13,1.43,63,12,7,11
"1347","PSP",2006,"Racing",0.73,0.42,0,0.27,1.42,64,25,7,38
"1348","PS3",2008,"Shooter",0.75,0.46,0.01,0.2,1.42,94,51,8,881
"1349","PS3",2012,"Role-Playing",0.63,0.56,0.03,0.2,1.42,93,30,5,1849
"1350","PS2",2002,"Sports",0.7,0.54,0,0.18,1.42,59,7,7,12
"1351","PS2",2005,"Sports",1.35,0.05,0,0.02,1.42,NA,NA,NA,NA
"1352","PC",2013,"Simulation",0.48,0.77,0,0.17,1.42,64,75,2,4572
"1353","GBA",2004,"Action",0.89,0.22,0.22,0.1,1.42,89,56,9,203
"1354","PS2",2004,"Sports",1.15,0.08,0,0.19,1.42,80,36,8,45
"1355","SNES",1994,"Action",0.57,0.12,0.71,0.02,1.42,NA,NA,NA,NA
"1356","NES",1987,"Sports",0.12,0,1.3,0,1.42,NA,NA,NA,NA
"1357","PS3",2011,"Shooter",0.73,0.48,0,0.21,1.42,89,78,8,535
"1358","Wii",2008,"Sports",0.8,0.47,0,0.14,1.42,81,18,8,34
"1359","PS3",2013,"Action",0.45,0.37,0.44,0.16,1.42,80,61,7,746
"1360","GC",2002,"Action",0.63,0.38,0.35,0.05,1.42,NA,NA,NA,NA
"1361","Wii",2006,"Misc",1.22,0.06,0.02,0.11,1.42,76,54,7,116
"1362","DS",2010,"Role-Playing",0.09,0.07,1.24,0.02,1.41,77,33,7,15
"1363","PS3",2010,"Fighting",0.8,0.4,0.02,0.18,1.41,85,54,7,48
"1364","GC",2005,"Action",1.09,0.28,0,0.04,1.41,NA,NA,NA,NA
"1365","PS3",2012,"Action",0.48,0.62,0.06,0.26,1.41,55,22,6,250
"1366","GEN",1994,"Platform",0.97,0.37,0.03,0.05,1.41,NA,NA,NA,NA
"1367","X360",2009,"Misc",0.85,0.43,0,0.13,1.41,79,45,8,40
"1368","DS",2007,"Misc",0.78,0.51,0,0.12,1.41,NA,NA,NA,NA
"1369","Wii",2010,"Simulation",0.57,0.69,0,0.14,1.41,NA,NA,2,31
"1370","PS",1999,"Fighting",1.02,0.34,0,0.05,1.41,NA,NA,NA,NA
"1371","PS2",2003,"Racing",0,0.47,0.77,0.17,1.41,NA,NA,NA,NA
"1372","X360",2013,"Role-Playing",0.9,0.39,0,0.12,1.41,87,42,6,384
"1373","PS2",2001,"Racing",1.19,0.17,0,0.05,1.41,91,15,8,98
"1374","PS2",2004,"Racing",0.69,0.54,0,0.18,1.41,87,19,8,15
"1375","X360",2009,"Fighting",0.95,0.33,0,0.13,1.4,87,76,8,86
"1376","XB",2002,"Action",1.07,0.28,0,0.05,1.4,79,29,7,11
"1377","PSP",2006,"Action",0.58,0.5,0,0.32,1.4,83,11,8,26
"1378","X360",2008,"Action",0.89,0.39,0,0.13,1.4,89,79,8,768
"1379","PS2",2008,"Racing",0.38,0.08,0.03,0.93,1.4,NA,NA,6,38
"1380","PS",1996,"Sports",1.15,0.2,0,0.05,1.4,NA,NA,NA,NA
"1381","Wii",2009,"Action",0.9,0.38,0,0.12,1.4,72,13,6,14
"1382","PSP",2004,"Racing",0.36,0.44,0.32,0.27,1.4,88,58,8,65
"1383","GBA",2004,"Platform",0.74,0.52,0.08,0.06,1.4,79,30,8,34
"1384","NES",1990,"Role-Playing",0,0,1.39,0.01,1.4,NA,NA,NA,NA
"1385","PS4",2014,"Action",0.47,0.65,0.06,0.22,1.4,NA,NA,NA,NA
"1386","PS2",2002,"Racing",0.03,1.05,0.02,0.3,1.4,86,25,7,24
"1387","XOne",2014,"Racing",0.5,0.78,0.01,0.11,1.4,86,85,8,977
"1388","PS",2001,"Sports",0.78,0.53,0,0.09,1.39,88,9,8,7
"1389","DS",2009,"Role-Playing",0,0.19,1.18,0.03,1.39,NA,NA,NA,NA
"1390","SNES",1994,"Sports",1.19,0.16,0,0.03,1.39,NA,NA,NA,NA
"1391","NES",1991,"Action",1.05,0.17,0.15,0.02,1.39,NA,NA,NA,NA
"1392","PS2",2005,"Action",0.24,0.18,0.91,0.06,1.39,69,29,8,68
"1393","Wii",2007,"Action",0.87,0.38,0,0.13,1.39,NA,NA,NA,NA
"1394","X360",2013,"Fighting",0.97,0.3,0,0.11,1.38,81,63,7,362
"1395","PS3",2008,"Action",0.43,0.69,0.01,0.26,1.38,85,49,6,241
"1396","3DS",2014,"Platform",0.48,0.53,0.28,0.09,1.38,64,71,6,155
"1397","Wii",2012,"Action",0.9,0.37,0,0.11,1.38,NA,NA,7,12
"1398","XB",2003,"Action",0.96,0.37,0,0.05,1.38,77,39,7,28
"1399","Wii",2010,"Action",0.63,0.62,0,0.14,1.38,NA,NA,NA,NA
"1400","3DS",2012,"Role-Playing",0.5,0.32,0.49,0.08,1.38,NA,NA,NA,NA
"1401","XOne",2013,"Action",0.83,0.43,0,0.13,1.38,60,77,6,1409
"1402","XOne",2015,"Fighting",1.03,0.21,0,0.14,1.38,86,21,7,279
"1403","N64",2000,"Role-Playing",0.58,0.18,0.59,0.02,1.38,NA,NA,NA,NA
"1404","XOne",2015,"Adventure",0.55,0.7,0.02,0.11,1.38,86,102,8,1288
"1405","PS",1998,"Shooter",0.77,0.54,0,0.07,1.38,NA,NA,NA,NA
"1406","X360",2011,"Platform",0.71,0.53,0,0.13,1.38,77,49,8,340
"1407","PS2",2001,"Sports",0.67,0.53,0,0.18,1.38,81,21,8,18
"1408","DS",2009,"Action",1.26,0.02,0,0.1,1.38,60,6,6,7
"1409","PS2",2008,"Action",0.6,0.01,0,0.76,1.37,77,12,8,16
"1410","X360",2011,"Shooter",0.76,0.47,0.02,0.12,1.37,89,70,8,684
"1411","PS",1998,"Misc",0.76,0.52,0,0.09,1.37,NA,NA,NA,NA
"1412","DS",2007,"Role-Playing",0.33,0.41,0.54,0.1,1.37,81,44,6,60
"1413","Wii",2010,"Shooter",0.8,0.45,0,0.12,1.37,80,25,5,87
"1414","PS3",2011,"Shooter",0.5,0.59,0.07,0.22,1.37,89,50,8,682
"1415","XB",2004,"Role-Playing",0.99,0.33,0,0.05,1.37,86,67,8,140
"1416","N64",1998,"Strategy",0,0,1.37,0,1.37,NA,NA,NA,NA
"1417","PSP",2005,"Simulation",0.49,0.55,0,0.33,1.37,65,17,6,32
"1418","PS3",2010,"Action",0.43,0.56,0.15,0.21,1.36,80,54,6,178
"1419","PS3",2006,"Racing",0.24,0.7,0.16,0.26,1.36,78,45,7,52
"1420","XB",2004,"Shooter",0.86,0.45,0,0.06,1.36,80,53,8,58
"1421","X360",2011,"Action",0.63,0.57,0,0.15,1.36,68,65,6,160
"1422","GBA",2003,"Platform",0.63,0.66,0,0.07,1.36,75,21,7,30
"1423","X360",2014,"Shooter",0.87,0.34,0.02,0.13,1.36,83,21,5,371
"1424","PS2",2008,"Misc",0.23,0.04,0,1.09,1.36,64,11,NA,NA
"1425","NES",1986,"Shooter",0.27,0.08,1,0.01,1.36,NA,NA,NA,NA
"1426","SNES",1996,"Role-Playing",0,0,1.36,0,1.36,NA,NA,NA,NA
"1427","2600",1981,"Shooter",1.26,0.08,0,0.01,1.36,NA,NA,NA,NA
"1428","PS2",2002,"Shooter",0.67,0.52,0,0.17,1.36,73,20,8,36
"1429","PS3",2012,"Action",0.51,0.6,0,0.25,1.35,76,24,8,99
"1430","PS",1999,"Simulation",0,0,1.26,0.09,1.35,NA,NA,NA,NA
"1431","Wii",2009,"Misc",0.7,0.52,0,0.13,1.35,63,16,6,6
"1432","PS",1997,"Sports",1.29,0.03,0,0.03,1.35,NA,NA,NA,NA
"1433","DS",2009,"Puzzle",0.79,0.42,0.01,0.13,1.35,60,17,9,4
"1434","X360",2008,"Racing",0.63,0.57,0.01,0.14,1.35,88,68,6,279
"1435","XOne",2014,"Action",0.73,0.5,0.01,0.12,1.35,87,12,8,585
"1436","PS3",2008,"Racing",0.43,0.65,0.02,0.25,1.35,82,63,8,318
"1437","PS2",2004,"Action",0.22,0.05,1.06,0.02,1.35,73,37,8,23
"1438","PC",2013,"Shooter",0.39,0.87,0,0.1,1.35,81,52,6,3517
"1439","XB",2003,"Racing",0.7,0.58,0,0.07,1.35,NA,NA,NA,NA
"1440","XOne",2016,"Shooter",0.78,0.44,0,0.12,1.35,84,96,6,815
"1441","PS",1997,"Role-Playing",0.15,0.04,1.07,0.09,1.35,NA,NA,NA,NA
"1442","PS2",2004,"Misc",0,1.04,0,0.31,1.35,NA,NA,NA,NA
"1443","PSP",2007,"Sports",0.2,0.76,0,0.39,1.35,79,7,7,15
"1444","PSP",2008,"Sports",0.23,0.73,0.02,0.37,1.35,84,8,8,21
"1445","Wii",2007,"Adventure",1.22,0.03,0,0.09,1.35,NA,NA,4,4
"1446","X360",2007,"Sports",0.31,0.89,0.01,0.14,1.35,82,43,7,57
"1447","PS2",2002,"Racing",0.95,0.21,0.01,0.18,1.34,73,19,7,23
"1448","X360",2008,"Action",0.79,0.34,0.08,0.13,1.34,84,61,8,248
"1449","PS3",2008,"Shooter",0.66,0.44,0.04,0.21,1.34,81,32,7,93
"1450","Wii",2010,"Action",0.85,0.27,0.13,0.1,1.34,79,71,6,482
